OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
3401788,T20130013658,ABS to receive accident,Finished,1/7/2013,19.30.00,Yes,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,Yes,261530,145.2671,-37.91228,Non-Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2523487.74,2398727.776,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,KNOX,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3401789,T20130013659,ABS to receive accident,Finished,1/7/2013,15.57.00,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,80 km/hr,No,58184,142.19593,-34.23915,Intersection,MILDURA,WESTERN REGION,2241455.552,2802584.791,4,4,0,1,3,0,1,3,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MILDURA,WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3401790,T20130013662,ABS to receive accident,Finished,1/7/2013,18.05.00,Yes,Collision with vehicle,Monday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,70 km/hr,No,1323,144.95801,-37.68953,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2496296.445,2423481.543,3,2,0,0,2,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Divided,"Div,Undiv",Metro
3401791,T20130013668,ABS to receive accident,Finished,1/7/2013,16.16.00,No,Collision with vehicle,Monday,LANE CHANGE LEFT (NOT OVERTAKING),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,871,145.21823,-37.99988,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2519167.6,2389015.575,3,1,0,0,1,2,1,2,0,0,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
3401792,T20130013669,ABS to receive accident,Finished,1/7/2013,19.12.00,Yes,Collision with vehicle,Monday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50 km/hr,No,262150,145.16102,-37.88055,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2514165.074,2402270.462,2,2,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MONASH,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3401793,T20130013671,ABS to receive accident,Finished,1/7/2013,17.52.00,No,Collision with vehicle,Monday,PULLING OUT -REAR END,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60 km/hr,No,262920,144.91922,-37.63091,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2492870.084,2429985.569,6,4,0,3,1,2,5,0,0,2,4,0,0,0,0,0,0,0,0,1,No,0,4,0,4,0,0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3401794,T20130013672,ABS to receive accident,Finished,1/7/2013,18.00.00,Yes,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,T intersection,Serious injury accident,60 km/hr,No,48388,145.12928,-38.1362,Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2511334.152,2373898.748,3,1,0,1,0,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,FRANKSTON,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3401795,T20130013675,ABS to receive accident,Finished,1/7/2013,21.50.00,Yes,Struck Pedestrian,Monday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,Yes,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50 km/hr,No,261500,146.25044,-38.1885,Non-Intersection,LATROBE,EASTERN REGION,2609551.243,2367380.818,2,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,SMALL_CITIES,SMALL_CITIES,LATROBE,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undiv,Country
3401796,T20130013678,ABS to receive accident,Finished,1/7/2013,07.25.00,No,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,262636,144.06837,-37.83918,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,2417999.247,2406472.721,2,2,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,GOLDEN PLAINS,SOUTH WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Undivided,Undiv,Country
3401797,T20130013681,ABS to receive accident,Finished,1/7/2013,14.00.00,No,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,262245,145.28824,-37.8377,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2525371.503,2406999.891,2,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,KNOX,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3401798,T20130013687,ABS to receive accident,Finished,2/7/2013,06.24.00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Dark No street lights,Yes,Not at intersection,Other injury accident,60 km/hr,No,261482,144.91561,-37.82144,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2492570.334,2408839.18,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Divided,Div,Metro
3401799,T20130013688,ABS to receive accident,Finished,2/7/2013,07.45.00,No,Vehicle overturned (no collision),Tuesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,53011,143.84116,-37.59874,Intersection,BALLARAT,WESTERN REGION,2397676.913,2432935.805,2,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,No,0,2,1,0,1,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BALLARAT,WESTERN REGION,A,"A,C",Arterial Highway,"Arterial Highway,Local Road,Arterial Other",Divided,"Div,Undiv",Country
3401800,T20130013690,ABS to receive accident,Finished,2/7/2013,08.55.00,No,Collision with vehicle,Tuesday,U TURN,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,1051,144.74467,-38.3395,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2477674.675,2351307.929,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Metro
3401801,T20130013693,ABS to receive accident,Finished,2/7/2013,08.09.00,No,Collision with vehicle,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,41152,144.99617,-37.88859,Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2499663.185,2401389.546,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3401802,T20130013706,ABS to receive accident,Finished,2/7/2013,11.35.00,No,Collision with vehicle,Tuesday,LEFT TURN SIDESWIPE,No,Day,Yes,Cross intersection,Serious injury accident,40 km/hr,No,36688,144.99483,-37.79022,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2499544.372,2412307.459,2,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,YARRA,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro
3401803,T20130013709,ABS to receive accident,Finished,1/7/2013,21.05.00,Yes,Collision with vehicle,Monday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,70 km/hr,No,261636,145.21581,-37.99237,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2518957.178,2389849.685,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Divided,Div,Metro
3401804,T20130013712,ABS to receive accident,Finished,1/7/2013,15.45.00,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,49189,146.15189,-38.21009,Intersection,BAW BAW,EASTERN REGION,2600888.834,2365093.761,3,2,0,0,2,1,2,1,0,1,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,TOWNS,TOWNS,BAW BAW,"EASTERN REGION,EASTERN REGION",C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
3401805,T20130013716,ABS to receive accident,Finished,2/7/2013,11.31.00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,50 km/hr,No,71971,144.36456,-38.14514,Intersection,GEELONG,SOUTH WESTERN REGION,2444295.277,2372727.319,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3401806,T20130013718,ABS to receive accident,Finished,2/7/2013,09.45.00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,42704,145.03158,-37.99307,Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2502773.649,2389792.645,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3401807,T20130013719,ABS to receive accident,Finished,2/7/2013,13.46.00,No,Collision with vehicle,Tuesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Serious injury accident,Not known,No,262020,145.24735,-37.803,Non-Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2521781.794,2410861.549,2,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,Arterial Highway,Divided,Div,Metro
3401808,T20130013730,ABS to receive accident,Finished,1/7/2013,18.30.00,Yes,Vehicle overturned (no collision),Monday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Dark Street lights unknown,No,Not at intersection,Other injury accident,100 km/hr,No,261531,144.88809,-37.73424,Non-Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2490136.067,2418515.603,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,MELB_URBAN,MELB_URBAN,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Divided,Div,Metro
3401809,T20130013838,ABS to receive accident,Finished,3/7/2013,18.50.00,Yes,Collision with a fixed object,Wednesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Other injury accident,110 km/hr,Yes,261570,144.94471,-37.54364,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2495114.008,2439672.212,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Divided,Div,Metro
3401810,T20130013840,ABS to receive accident,Finished,3/7/2013,18.35.00,Yes,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,80 km/hr,No,263932,145.01028,-37.83093,Non-Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2500905.016,2407789.334,5,1,0,1,0,4,4,1,0,2,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,YARRA,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Divided,Div,Metro
3401811,T20130013845,ABS to receive accident,Finished,3/7/2013,20.00.00,Yes,Collision with vehicle,Wednesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,Yes,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60 km/hr,No,269664,145.1894,-37.96099,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2516644.238,2393337.382,2,1,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,1,2,0,2,0,0,MELB_URBAN,MELB_URBAN,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undiv,Metro
3401812,T20130013848,ABS to receive accident,Finished,3/7/2013,20.20.00,Yes,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,80 km/hr,No,44312,144.74708,-37.83944,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2477738.329,2406815.863,3,2,0,0,2,1,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WYNDHAM,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3401813,T20130013849,ABS to receive accident,Finished,3/7/2013,22.10.00,Yes,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Other injury accident,70 km/hr,No,37233,144.69116,-37.86356,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2472824.406,2404124.002,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,WYNDHAM,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Divided,Div,Metro
3401814,T20130013852,ABS to receive accident,Finished,4/7/2013,00.20.00,Yes,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,70 km/hr,Yes,265604,143.81991,-37.55135,Non-Intersection,BALLARAT,WESTERN REGION,2395735.165,2438171.744,4,4,0,4,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,1,No,1,1,0,1,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,BALLARAT,WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
3401815,T20130013856,ABS to receive accident,Finished,4/7/2013,06.35.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,261641,145.26383,-38.06082,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2523154.094,2382241.206,4,2,0,2,0,2,3,1,0,1,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,M,M,Arterial Highway,Arterial Highway,Divided,Div,Metro
3401816,T20130013859,ABS to receive accident,Finished,4/7/2013,07.17.00,No,Collision with vehicle,Thursday,LEFT NEAR (INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,T intersection,Other injury accident,50 km/hr,No,790,145.13712,-37.95621,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2512050.872,2393876.494,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3401817,T20130013869,ABS to receive accident,Finished,4/7/2013,09.00.00,No,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,50 km/hr,Yes,261642,143.14877,-38.23531,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,2337920.308,2361328.495,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,TOWNS,TOWNS,CORANGAMITE,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
3401818,T20130013874,ABS to receive accident,Finished,4/7/2013,09.45.00,No,Collision with vehicle,Thursday,LEFT TURN SIDESWIPE,No,Day,No,T intersection,Other injury accident,60 km/hr,No,261657,145.00822,-37.81993,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2500723.708,2409010.478,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,MELB_URBAN,MELB_URBAN,YARRA,METROPOLITAN NORTH WEST REGION,,,,,,,Metro
3401819,T20130013877,ABS to receive accident,Finished,4/7/2013,09.40.00,No,Collision with vehicle,Thursday,RIGHT TURN SIDESWIPE,No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,262037,145.193,-38.30549,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2516883.136,2355096.235,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3401820,T20130013885,ABS to receive accident,Finished,4/7/2013,11.45.00,No,Collision with vehicle,Thursday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,70 km/hr,No,71426,144.34646,-38.09508,Intersection,GEELONG,SOUTH WESTERN REGION,2442670.874,2378273.627,3,2,0,2,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,,,,,,,Country
3401821,T20130013888,ABS to receive accident,Finished,4/7/2013,11.28.00,No,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,Yes,Day,No,Cross intersection,Other injury accident,50 km/hr,No,45113,145.58839,-38.60516,Intersection,BASS COAST,EASTERN REGION,2551263.965,2321684.714,2,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,No,0,1,0,1,0,0,TOWNS,TOWNS,BASS COAST,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undiv,Country
3401822,T20130014022,ABS to receive accident,Finished,6/7/2013,13.04.00,No,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,263606,144.77769,-37.87051,Non-Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2480440.066,2403373.898,2,1,0,1,0,1,0,2,0,0,1,1,0,0,0,1,0,0,0,0,No,0,1,0,1,0,0,MELB_URBAN,MELB_URBAN,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3401823,T20130014024,ABS to receive accident,Finished,6/7/2013,14.30.00,Yes,Collision with vehicle,Saturday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,50 km/hr,No,283345,145.42787,-37.21054,Intersection,MURRINDINDI,NORTH EASTERN REGION,2537974.173,2476552.85,8,8,0,0,8,0,3,5,0,6,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,TOWNS,TOWNS,"MURRINDINDI,MURRINDINDI",NORTH EASTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country
3401824,T20130014026,ABS to receive accident,Finished,6/7/2013,14.45.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,70 km/hr,No,233759,145.0195,-37.86255,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2501715.427,2404279.731,5,1,0,0,1,4,2,3,0,2,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,MELB_URBAN,MELB_URBAN,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro
3401825,T20130014027,ABS to receive accident,Finished,6/7/2013,14.51.00,Yes,Collision with a fixed object,Saturday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Day,Yes,Dead end,Serious injury accident,50 km/hr,No,261851,145.06722,-37.94386,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2505908.632,2395253.348,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,MELB_URBAN,MELB_URBAN,KINGSTON,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3401826,T20130014028,ABS to receive accident,Finished,6/7/2013,12.24.00,No,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Serious injury accident,60 km/hr,No,41317,144.91994,-37.74258,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2492944.182,2417591.78,3,1,0,1,0,2,1,2,0,1,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro
3401827,T20130014032,ABS to receive accident,Finished,6/7/2013,16.45.00,Yes,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,70 km/hr,No,43598,145.16074,-38.19579,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2514081.117,2367278.806,2,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,MELB_URBAN,MELB_URBAN,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3401828,T20130014033,ABS to receive accident,Finished,6/7/2013,15.05.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,90 km/hr,No,44022,145.1456,-38.30009,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2512737.233,2355703.243,4,1,0,0,1,3,2,2,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro
3401829,T20130014034,ABS to receive accident,Finished,6/7/2013,17.50.00,Yes,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,36588,145.03814,-38.22147,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2503339.973,2364439.894,3,1,0,0,1,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,1,MELB_URBAN,MELB_URBAN,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3401830,T20130014035,ABS to receive accident,Finished,6/7/2013,17.50.00,Yes,Collision with vehicle,Saturday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Dark Street lights on,Yes,T intersection,Other injury accident,50 km/hr,No,62525,144.95365,-37.72307,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2495914.243,2419759.766,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,MELB_URBAN,MELB_URBAN,MORELAND,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undiv,Metro
3401831,T20130014037,ABS to receive accident,Finished,6/7/2013,15.45.00,Yes,Collision with vehicle,Saturday,U TURN,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,261778,144.39163,-37.73881,Non-Intersection,MOORABOOL,WESTERN REGION,2446380.354,2417842.358,7,4,0,4,0,3,5,2,0,5,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,RURAL_VICTORIA,MOORABOOL,WESTERN REGION,,,Local Road,Local Road,Undivided,Undiv,Country
